Burnley, 1-0, Crystal Palace, 2017, 9, http://www.bbc.com/sport/football/41139096
Swansea City, 0-1, Newcastle United, 2017, 9, http://www.bbc.com/sport/football/41139095
West Ham United, 2-0, Huddersfield Town, 2017, 9, http://www.bbc.com/sport/football/41144159
AFC Bournemouth, 2-1, Brighton & Hove Albion, 2017, 9, http://www.bbc.com/sport/football/41196761
Crystal Palace, 0-1, Southampton, 2017, 9, http://www.bbc.com/sport/football/41210053
Huddersfield Town, 1-1, Leicester City, 2017, 9, http://www.bbc.com/sport/football/41210049
Liverpool, 1-1, Burnley, 2017, 9, http://www.bbc.com/sport/football/41210051
Newcastle United, 2-1, Stoke City, 2017, 9, http://www.bbc.com/sport/football/41210052
Watford, 0-6, Manchester City, 2017, 9, http://www.bbc.com/sport/football/41210048
West Bromwich Albion, 0-0, West Ham United, 2017, 9, http://www.bbc.com/sport/football/41210050
Tottenham Hotspur, 0-0, Swansea City, 2017, 9, http://www.bbc.com/sport/football/41210054
Chelsea, 0-0, Arsenal, 2017, 9, http://www.bbc.com/sport/football/41216718
Manchester United, 4-0, Everton, 2017, 9, http://www.bbc.com/sport/football/41216714
West Ham United, 2-3, Tottenham Hotspur, 2017, 9, http://www.bbc.com/sport/football/41290321
Burnley, 0-0, Huddersfield Town, 2017, 9, http://www.bbc.com/sport/football/41290320
Everton, 2-1, AFC Bournemouth, 2017, 9, http://www.bbc.com/sport/football/41290322
Manchester City, 5-0, Crystal Palace, 2017, 9, http://www.bbc.com/sport/football/41290318
Southampton, 0-1, Manchester United, 2017, 9, http://www.bbc.com/sport/football/41290316
Stoke City, 0-4, Chelsea, 2017, 9, http://www.bbc.com/sport/football/41290319
Swansea City, 1-2, Watford, 2017, 9, http://www.bbc.com/sport/football/41290323
Leicester City, 2-3, Liverpool, 2017, 9, http://www.bbc.com/sport/football/41290317
Brighton & Hove Albion, 1-0, Newcastle United, 2017, 9, http://www.bbc.com/sport/football/41297234
Arsenal, 2-0, West Bromwich Albion, 2017, 9, http://www.bbc.com/sport/football/41302628
Huddersfield Town, 0-4, Tottenham Hotspur, 2017, 9, http://www.bbc.com/sport/football/41370360
AFC Bournemouth, 0-0, Leicester City, 2017, 9, http://www.bbc.com/sport/football/41370355
Manchester United, 4-0, Crystal Palace, 2017, 9, http://www.bbc.com/sport/football/41370357
Stoke City, 2-1, Southampton, 2017, 9, http://www.bbc.com/sport/football/41370358
West Bromwich Albion, 2-2, Watford, 2017, 9, http://www.bbc.com/sport/football/41370359
West Ham United, 1-0, Swansea City, 2017, 9, http://www.bbc.com/sport/football/41370354
Chelsea, 0-1, Manchester City, 2017, 9, http://www.bbc.com/sport/football/41370356
Arsenal, 2-0, Brighton & Hove Albion, 2017, 10, http://www.bbc.com/sport/football/41376506
Everton, 0-1, Burnley, 2017, 10, http://www.bbc.com/sport/football/41376505
Newcastle United, 1-1, Liverpool, 2017, 10, http://www.bbc.com/sport/football/41376504
Liverpool, 0-0, Manchester United, 2017, 10, http://www.bbc.com/sport/football/41534299
Burnley, 1-1, West Ham United, 2017, 10, http://www.bbc.com/sport/football/41534303
Crystal Palace, 2-1, Chelsea, 2017, 10, http://www.bbc.com/sport/football/41534304
Manchester City, 7-2, Stoke City, 2017, 10, http://www.bbc.com/sport/football/41534300
Swansea City, 2-0, Huddersfield Town, 2017, 10, http://www.bbc.com/sport/football/41534298
Tottenham Hotspur, 1-0, AFC Bournemouth, 2017, 10, http://www.bbc.com/sport/football/41534301
Watford, 2-1, Arsenal, 2017, 10, http://www.bbc.com/sport/football/41534302
Brighton & Hove Albion, 1-1, Everton, 2017, 10, http://www.bbc.com/sport/football/41541146
Southampton, 2-2, Newcastle United, 2017, 10, http://www.bbc.com/sport/football/41541148
Leicester City, 1-1, West Bromwich Albion, 2017, 10, http://www.bbc.com/sport/football/41547739
West Ham United, 0-3, Brighton & Hove Albion, 2017, 10, http://www.bbc.com/sport/football/41604706
Chelsea, 4-2, Watford, 2017, 10, http://www.bbc.com/sport/football/41618800
Huddersfield Town, 2-1, Manchester United, 2017, 10, http://www.bbc.com/sport/football/41618803
Manchester City, 3-0, Burnley, 2017, 10, http://www.bbc.com/sport/football/41618798
Newcastle United, 1-0, Crystal Palace, 2017, 10, http://www.bbc.com/sport/football/41618802
Stoke City, 1-2, AFC Bournemouth, 2017, 10, http://www.bbc.com/sport/football/41618801
Swansea City, 1-2, Leicester City, 2017, 10, http://www.bbc.com/sport/football/41618799
Southampton, 1-0, West Bromwich Albion, 2017, 10, http://www.bbc.com/sport/football/41618804
Everton, 2-5, Arsenal, 2017, 10, http://www.bbc.com/sport/football/41625741
Tottenham Hotspur, 4-1, Liverpool, 2017, 10, http://www.bbc.com/sport/football/41625743
Manchester United, 1-0, Tottenham Hotspur, 2017, 10, http://www.bbc.com/sport/football/41703864
Arsenal, 2-1, Swansea City, 2017, 10, http://www.bbc.com/sport/football/41703866
Crystal Palace, 2-2, West Ham United, 2017, 10, http://www.bbc.com/sport/football/41703863
Liverpool, 3-0, Huddersfield Town, 2017, 10, http://www.bbc.com/sport/football/41703861
Watford, 0-1, Stoke City, 2017, 10, http://www.bbc.com/sport/football/41703862
West Bromwich Albion, 2-3, Manchester City, 2017, 10, http://www.bbc.com/sport/football/41703865
AFC Bournemouth, 0-1, Chelsea, 2017, 10, http://www.bbc.com/sport/football/41703867
Brighton & Hove Albion, 1-1, Southampton, 2017, 10, http://www.bbc.com/sport/football/41711698
Leicester City, 2-0, Everton, 2017, 10, http://www.bbc.com/sport/football/41711697
Burnley, 1-0, Newcastle United, 2017, 10, http://www.bbc.com/sport/football/41717330
Stoke City, 2-2, Leicester City, 2017, 11, http://www.bbc.com/sport/football/41785780
Huddersfield Town, 1-0, West Bromwich Albion, 2017, 11, http://www.bbc.com/sport/football/41785782
Newcastle United, 0-1, AFC Bournemouth, 2017, 11, http://www.bbc.com/sport/football/41785783
Southampton, 0-1, Burnley, 2017, 11, http://www.bbc.com/sport/football/41785781
Swansea City, 0-1, Brighton & Hove Albion, 2017, 11, http://www.bbc.com/sport/football/41785784
West Ham United, 1-4, Liverpool, 2017, 11, http://www.bbc.com/sport/football/41785785
Tottenham Hotspur, 0-0, Crystal Palace, 2017, 11, http://www.bbc.com/sport/live/football/40955366
Manchester City, 14:15, Arsenal, 2017, 11, http://www.bbc.com/sport/football/41792812
Chelsea, 16:30, Manchester United, 2017, 11, http://www.bbc.com/sport/football/41792809
Everton, 16:30, Watford, 2017, 11, http://www.bbc.com/sport/football/41792811
